Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar
3869,3869,Dagpenge timer x sats tabel,FRAVÆR,"Antal timer,",,,,,,,Ja,,Ja,Før,,14,103,"10,23,23,","9-Antal timer, ",
44575,3869,Sygedagpenge,VARIABEL,"Timer,Sats,",Res 44575 (minimums sats),,,,,3869,,,Ja,Før,,14,103,"10,23,23,","9-Timer,10-Sats,",
44576,3869,Sygedagpenge,VARIABEL,"Timer,Sats,",Res 44576 (minimums sats),,,,,3869,,,Ja,Før,,14,103,"10,23,23,","9-Timer,10-Sats,",
3870,3870,Sygeløn timer ift. lønanc.,FRAVÆR,"Timer,",,,,,,,Ja,,,Før,,,,,"9-Timer, ","Skal lønarten gøres pensionsberettigede, skal følgende lønarter tilføjes lønartstypen: 3870 - sekv. 3(dagpenge) og 38720 sekv. 0 (Timesats)."
3871,3871,Barnsygeløn timer ift. lønanc.,FRAVÆR,"Timer,",,,,,,,Ja,,,Før,,,,,"9-Timer, ",
3872,3872,Ferie fravær dage,FRAVÆR,"Dage,",,,,,,,Ja,Ja,,Før,Tillæg,200,,23.34,"9-Dage, ",Må kun bruges på 14-dags lønnede
3873,3873,Ferie fravær dage,FRAVÆR,"Dage,",,,,,,,Ja,,,Før,,,,,"9-Dage, ",
3874,3874,Feriefribeløb udbetalt,VARIABEL,"Beløb,",,,,,,,,,,Før,Tillæg,13,,232,"11-Beløb, ",
3875,3875,Afholdte feriefridage m. SH saldokontrol,FRAVÆR,"Dage,Beløb,",,,,,,,Ja,Ja,,Før,Tillæg,"200,13, ",,"23,24,34,","9-Dage,11-Beløb,",
43875,3875,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,,,3875,,,Ja,Før,Tillæg,,103,"10,23,23,","9-Timer,10-Sats,",
43876,3876,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,,,3876,,,Ja,Før,,,103,"10,23,23,","9-Timer,10-Sats,",
43877,3877,Barn syg,VARIABEL,"Timer,Sats,",,,,,,3877,,,Ja,Før,Tillæg,13,,23.23,"9-Timer,10-Sats,",
3880,3880,Sygeløn tim ift. lønanc. ej FB,FRAVÆR,"Timer,",,,,,,,Ja,,,Før,,,,,"9-Timer, ",
43888,3888,Bonus,VARIABEL,"Enhed,Sats,",,,,,,3888,,,,Før,Tillæg,13,,,"9-Enhed,10-Sats,",
3890,3890,Sygeløn timeløn,FRAVÆR,"Antal timer,",,"2,3,6",,Ja,,,Ja,,Ja,Før,Tillæg,13,,"13,23,23,","9-Antal timer, ",
43895,3895,Feriefridage,VARIABEL,"Dage,Sats,",,,,,,3895,,,,Før,Tillæg,13,,,"9-Dage,10-Sats,",
3900,3900,Ferie fravær gl. ferielov,FRAVÆR,"antal dage,",,,,,,,Ja,,,Før,Fradrag,,,,"9-antal dage, ",
3905,3905,Ferie fravær gl. ferielov,FRAVÆR,"antal dage,",,,,,,,Ja,,,Før,,,,,"9-antal dage, ",
3910,3910,Ferietillæg med reduktion gl. ferielov,STILLINGSKATEGORI,,,5.6,,,,,,,,Før,,13,,24,,
3912,3912,Ferietillæg med reduktion gl. ferielov,VARIABEL,,,,,,,,,,,Før,Tillæg,13,,24,,
3915,3915,Ferietillæg ekstra M/reduktion gl. ferielov,STILLINGSKATEGORI,,,5.6,,,,,,,,Før,,13,,24,,Udbetaling med ikrafttrædelseskode E
3920,3920,Ferietillæg uden reduktion gl. ferielov,STILLINGSKATEGORI,,,5.6,,,,,,,,Før,,13,,24,,
3922,3922,Ferietillæg uden reduktion gl. ferielov,VARIABEL,,,,,,,,,,,Før,,13,,24,,
3925,3925,Ferietillæg ekstra U/reduktion gl. ferielov,STILLINGSKATEGORI,,,5.6,,,,,,,,Før,,13,,24,,Udbetaling med ikrafttrædelseskode E
3930,3930,Udbetaling ferietillæg gl. ferielov,VARIABEL,"Antal dage,",,,,,,,,,,Før,,,,,"9-Antal dage, ",
3935,3935,Udbetaling ekstra ferietillæg gl. ferielov,VARIABEL,"Antal dage,",,,,,,,,,,Før,,,,,"9-Antal dage, ",
3941,3941,Stop tildeling særlige dg/tim,FAST,,,,,,,,Ja,,,Før,,,,,,
3942,3942,Tildeling særlige dage/timer,STILLINGSKATEGORI,,"Res SSO, SSM, SÆRDG, SÆRTI se vejl. Til særlige dage, timer og beløb",,,,,,Ja,,,Før,,,,,,
3943,3943,Særlige dage tildeling (Vises IKKE på lønsedlen),VARIABEL,"Dage,Beløb,Ferieår",,,,,,,Ja,,,Før,,,,,"9-Dage,11-Beløb,18-Angiv start år, ",
3944,3944,Særlige timer tildeling (Vises IKKE på lønsedlen),VARIABEL,"Timer,Beløb,Ferieår",,,,,,,Ja,,,Før,,,,,"9-Timer,11-Beløb,18-Angiv start år, ",
3945,3945,Særlige  timer,FRAVÆR,"Timer,",,,,,,,Ja,,,Før,,,,,"9-Timer, ",
3946,3946,Særlige dage udbetaling,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
3947,3947,Særlige dage udbetaling,VARIABEL,"Dage,Sats pr. dag,Årstal, ",,,,,,,Ja,,,Før,Tillæg,,,10,"9-Dage,10-Sats pr. dag,18-Årstal, ",
3948,3948,Særlige timer udbetaling,VARIABEL,"Timer,Sats pr. time,Årstal, ",,,,,,,Ja,,,Før,Tillæg,,,10,"9-Timer,10-Sats pr. time,18-Årstal, ",
3949,3949,Særlige dage,FRAVÆR,"Dage,",,,,,,,Ja,,,Før,,,,,"9-Dage, ",
3950,3950,Ferie fravær,FRAVÆR,"Dage,",,,,,,,Ja,,,Før,,,,,"9-Dage, ",
3951,3951,Afholdt ferie,FRAVÆR,"Dage,",,,,,,,Ja,,,Før,,,,,"9-Dage, ",
3964,3964,Dagpenge timeløn anc.,FRAVÆR,"Antal timer,",Opslagstabel DAGPENGE Res ANC01- ANC10 + Res DPANC/Timeløn,2,,,,,,Ja,Ja,Før,Tillæg,"200, 14",103,"10,23,23,","9-Antal timer, ",
3966,3966,Dagpenge anc. (MD),FRAVÆR,"Antal timer,",Opslagstabel DAGPENGE Res ANC01- ANC10 + Res DPANC/Timeløn,2,,,,,,,,Før,Tillæg,14,103,"10,23,27,27","9-Antal timer, ",
3969,3969,Sygefravær træk,FRAVÆR,"Dage i input,","Månedsløn * 7,4 : overenskomst normtid","1,2,3,4,5,6",,Ja,,,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13.27,"9-Dage i input, ",
3970,3970,Selvvalgt uddannelse,FRAVÆR,"Antal timer,",Per9900,,,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.23,"9-Antal timer, ",
3974,3974,Barn syg,FRAVÆR,"Timer,",Res 3974,,,Ja,,,Ja,Ja,Ja,Før,,"200,13, ",,"13,23,23,","9-Timer, ",
3981,3981,Sygeløn kvt.gnsn.,FRAVÆR,"Antal timer,",,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.23,"9-Antal timer, ",
3982,3982,Sygeløn regulering,VARIABEL,"Beløb,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,13.23,"11-Beløb, ",
3983,3983,Sygeløn timer x sats,FRAVÆR,"Timer,Sats,",,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Timer,10-Sats,",
3984,3984,Sygeløn timer x sats tabel,FRAVÆR,"Timer,",Res3984,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Timer, ",
3985,3985,Dagpenge kvt.gnsn.,FRAVÆR,"Antal timer,",,2,,,,,Ja,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Antal timer, ",
3986,3986,Dagpenge regulering,VARIABEL,"Beløb,",,2,,,,,,,,Før,Tillæg,14,103,10.23,"11-Beløb, ",
12386,3986,Korrektion Dagpenge timeløn,VARIABELEFTREG,"Beløb,",,,,,,3986,Ja,,,Før,Tillæg,14,103,"10,23,23,","11-Beløb, ",
12986,3986,Korrektion Dagpenge timeløn,VARIABELEFTREG,"Antal timer,Sats,",,,,,,3986,Ja,,,Før,Tillæg,14,103,"10,23,23,","9-Antal timer,10-Sats,",
3987,3987,Dagpenge timer x sats tabel,FRAVÆR,"Antal timer,",Res3987,2,,,,,Ja,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Antal timer, ",
3988,3988,Selvvalgt uddannelse,FRAVÆR,"Antal timer,",Per9905+9906,,,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.23,"9-Antal timer, ",
3989,3989,Barn syg,FRAVÆR,"Timer,",Res3974,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Timer, ",
3990,3990,Sygeløn timeløn,FRAVÆR,"Antal timer,",Samlet timeløn,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Antal timer, ",
3991,3991,Sygeløn gnsn. 4 uger,FRAVÆR,"Antal timer,",Dagpengesats over 2 perioder.Max få udbetalt det beløb der står i Res819,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Antal timer, ",
3992,3992,Sygeløn timer * sats,FRAVÆR,"Antal timer,Sats,",,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23,","9-Antal timer,10-Sats,",
3993,3993,Sygeløn beløb,FRAVÆR,"Dage,Beløb,",,"2,3,6",,,,,Ja,,,Før,Tillæg,13,,"13,23,23,","9-Dage,11-Beløb,",
3994,3994,Dagpenge timeløn,FRAVÆR,"Antal timer,",,2,,,,,Ja,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Antal timer, ",
3995,3995,Dagpenge gnsn.,FRAVÆR,"Antal timer,",Dagpengesats over 2 perioder.Max få udbetalt det beløb der står i Res819,2,,,,,Ja,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Antal timer, ",
3996,3996,Dagpenge timer * sats,FRAVÆR,"Antal timer,Sats,",,2,,,,,Ja,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Antal timer,10-Sats,",
3997,3997,Dagpenge beløb,FRAVÆR,"Dage,Beløb,",,2,,,,,Ja,,,Før,Tillæg,14,103,"10,23,23,","9-Dage,11-Beløb,",
3999,3999,Tillæg / pension,FAST,"Sats,",,3,,Ja,Ja,,Ja,,,Før,Tillæg,13,,13,"10-Sats, ",
4000,4000,Ferie fravær,FRAVÆR,"antal dage,",Gen230,3,,Ja,,,Ja,,,Før,Tillæg,,,13,"9-antal dage, ",
44000,4000,Timeløn,VARIABEL,"Timer,Sats,",,,,,,4000,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
4001,4001,Ferie fravær,FRAVÆR,"Dage,",Gen230. se afsnit 4.30,,,Ja,,,Ja,,,Før,Tillæg,,,,"9-Dage, ",
4004,4003,Fravær feriekort,FRAVÆR,"Antal dage,",,,,,,,Ja,Ja,,Før,Tillæg,200,,,"9-Antal dage, ",Må kun bruges på månedslønnede
44003,4004,Fravær feriekort,FRAVÆR,"Antal dage,",,,,,,4004,Ja,,,Før,Tillæg,,,,"9-Antal dage, ",Må kun bruges på 14-dags lønnede
44004,4004,Barsel med løn,VARIABEL,"Timer,Sats,",,,,,,4004,,Ja,Ja,Før,Tillæg,"200,13, ",,23.23,"9-Timer,10-Sats,",
44005,4005,Faglært Timeløn,VARIABEL,"Timer,Sats,",,,,,,4005,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
44006,4006,Ufaglært Timeløn,VARIABEL,"Timer,Sats,",,,,,,4006,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
4009,4009,Kvartalsferiepenge t. FerieKt.,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
44009,4009,Regulering,VARIABEL,"Timer,Sats,",,,,,,4009,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
4010,4010,Feriepenge til feriekort,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
44010,4010,Timeløn Intern vikar,VARIABEL,"Timer,Sats,",,,,,,4010,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
44011,4011,Intern nattevagt,VARIABEL,"Timer,Sats,",,,,,,4011,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44012,4012,Intern Weekendvagt,VARIABEL,"Timer,Sats,",,,,,,4012,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44013,4013,Sygeløn,VARIABEL,"Timer,Sats,",,,,,,4013,,Ja,Ja,Før,Tillæg,"200,13, ",,23.23,"9-Timer,10-Sats,",
4015,4015,Ferie fravær timer,FRAVÆR,"Antal timer,",,3,,Ja,,,Ja,,,Før,Tillæg,,,13,"9-Antal timer, ",
4017,4017,Ferie med løn (timer),STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
4019,4019,Ferie med løn,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
44021,4021,Mødetillæg,VARIABEL,"Timer,Sats,",,,,,,4021,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44022,4022,Tructillæg,VARIABEL,"Timer,Sats,",,,,,,4022,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44023,4023,Personligt tillæg,VARIABEL,"Timer,Sats,",,,,,,4023,,,,Før,Tillæg,13,,332.202,"9-Timer,10-Sats,",
44030,4030,Forskudt tidstillæg 1,VARIABEL,"Timer,Sats,",,,,,,4030,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44031,4031,Forskudt tidstillæg 2,VARIABEL,"Timer,Sats,",,,,,,4031,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44032,4032,Forskudt tidstillæg 3,VARIABEL,"Timer,Sats,",,,,,,4032,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44033,4033,Forskudt tidstillæg 4,VARIABEL,"Timer,Sats,",,,,,,4033,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44034,4034,Forskudt tidstillæg 5,VARIABEL,"Timer,Sats,",,,,,,4034,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
4035,4035,Opsparing ferietillæg ekstra,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
44035,4035,Forskudt tidstillæg 6,VARIABEL,"Timer,Sats,",,,,,,4035,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44036,4036,Forskudt tidstillæg 7,VARIABEL,"Timer,Sats,",,,,,,4036,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
4039,4039,Opsp. ferietillæg overtid,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
4040,4040,Opsparing særligt tillæg,STILLINGSKATEGORI,,Res4040,,,,,,Ja,,,Før,,13,,10,,
4042,4040,Udbetal Horesta Særligt tillæg netto (tømmer saldo),VARIABEL,,,,,,,,,,,Efter,Tillæg,,,,,
4043,4040,"Udbetal Horesta Særligt tillæg netto (tømmer saldo) 
Husk ikrafttrædelseskode H på kørselsselektion",STILLINGSKATEGORI,,,,,,,,,,,Efter,Tillæg,,,,,
4044,4040,"Udbetal Horesta særligt tillæg, ved fratrædelse netto",STILLINGSKATEGORI,,,,,,,,,,,Efter,Tillæg,,,,,
1166,4040,Horesta tillæg Brutto,Fast,,Res4040,,,,,,Ja,,,Før,Tillæg,13,,10,,
44040,4040,Skifteholdstillæg 1,VARIABEL,"Timer,Sats,",,,,,,4040,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44041,4041,Skifteholdstillæg 2,VARIABEL,"Timer,Sats,",,,,,,4041,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44042,4042,Skifteholdstillæg 3,VARIABEL,"Timer,Sats,",,,,,,4042,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44043,4043,Skifteholdstillæg 4,VARIABEL,"Timer,Sats,",,,,,,4043,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44044,4044,Skifteholdstillæg 5,VARIABEL,"Timer,Sats,",,,,,,4044,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44045,4045,Skifteholdstillæg 6,VARIABEL,"Timer,Sats,",,,,,,4045,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44050,4050,Overarbejde 1,VARIABEL,"Timer,Sats,",,,,,,4050,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44051,4051,Overarbejde 2,VARIABEL,"Timer,Sats,",,,,,,4051,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44052,4052,Overarbejde 3,VARIABEL,"Timer,Sats,",,,,,,4052,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44053,4053,Overarbejde 4,VARIABEL,"Timer,Sats,",,,,,,4053,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44054,4054,Overarbejde 5,VARIABEL,"Timer,Sats,",,,,,,4054,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44055,4055,Overarbejde 6,VARIABEL,"Timer,Sats,",,,,,,4055,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44056,4056,Overarbejde 7,VARIABEL,"Timer,Sats,",,,,,,4056,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44057,4057,Overarbejde 8,VARIABEL,"Timer,Sats,",,,,,,4057,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44058,4058,Overarbejde 9,VARIABEL,"Timer,Sats,",,,,,,4058,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44059,4059,Søn- og Helligdag,VARIABEL,"Timer,Sats,",,,,,,4059,,Ja,Ja,Før,Tillæg,"200,13, ",,24,"9-Timer,10-Sats,",
4065,4065,Udbetaling af ferietimer,VARIABEL,"Antal timer,",,,,,,,,,,Før,Tillæg,,,,"9-Antal timer, ",
4070,4070,Udbetaling af feriedage,VARIABEL,"Dage til udbetaling,",,,,,,,,,,Før,Tillæg,,,,"9-Dage til udbetaling, ",
4071,4071,Udbetaling af feriedage,VARIABEL,"Dage til udbetaling,",,,,,,,,,,Før,Tillæg,,,,"9-Dage til udbetaling, ",
4073,4073,Feriefridage i timer udb.,VARIABEL,,"Res 3830 angives en procent som regnes af månedslønnen gange normtid/7,4",,,Ja,,,,,,Før,Tillæg,13,,13.232,,
4075,4075,Feriekort udbetaling Gl. Ferielov,VARIABEL,"Antal dage,",,,,,,,Ja,,,Før,Tillæg,,,,"9-Antal dage, ",
44075,4075,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,,,4075,,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Timer,10-Sats,",
4076,4076,Feriekort udbetaling Gl. Ferielov,VARIABEL,"Antal dage,",,,,,,,Ja,,,Før,Tillæg,,,,"9-Antal dage, ",
44076,4076,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,,,4076,,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Timer,10-Sats,",
44077,4077,Barn syg,VARIABEL,"Timer,Sats,",,,,,,4077,,,Ja,Før,Tillæg,13,,23.23,"9-Timer,10-Sats,",
44081,4081,Regulering timeløn,VARIABEL,"Timer,Sats,",,,,,,4081,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44082,4082,A/C udbetaling,VARIABEL,"Timer,Sats,",,,,,,4082,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44083,4083,Udlæg,VARIABEL,"Enhed,Sats,",,,,,,4083,,,,Efter,Tillæg,,,,"9-Enhed,10-Sats,",
44088,4088,Bonus,VARIABEL,"Enhed,Sats,",,,,,,4088,,,,Før,Tillæg,13,,,"9-Enhed,10-Sats,",
880,4090,Udbetaling feriedage Gl. Ferielov,VARIABEL,"Dage,Årstal,",,,,,,4090,Ja,,,Før,,,,10.24,"9-Dage,18-Årstal,",
881,4095,Udbetaling af ferietimer Gl. Ferielov,VARIABEL,"Timer,Årstal,",,,,,,4095,Ja,,,Før,,,,10.24,"9-Timer,18-Årstal,",
44095,4095,Feriefridage,VARIABEL,"Dage,Sats,",,,,,,4095,,,,Før,Tillæg,13,,,"9-Dage,10-Sats,",
44100,4100,Timeløn,VARIABEL,"Timer,Sats,",,,,,,4100,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
44104,4104,Barsel med løn,VARIABEL,"Timer,Sats,",,,,,,4104,,Ja,Ja,Før,Tillæg,"200,13, ",,23.23,"9-Timer,10-Sats,",
44105,4105,Faglært Timeløn,VARIABEL,"Timer,Sats,",,,,,,4105,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
44106,4106,Ufaglært Timeløn,VARIABEL,"Timer,Sats,",,,,,,4106,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
4107,4107,Fritvalg til saldo,VARIABEL,,,,,,,,Ja,,,Før,,,,,,
4108,4108,Fritvalg- kontant time x sats,VARIABEL,,,5.6,,,,,,,,Før,,13,,29,,
44109,4109,Timeløn Regulering,VARIABEL,"Timer,Sats,",,,,,,4109,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
44110,4110,Timeløn Intern vikar,VARIABEL,"Timer,Sats,",,,,,,4110,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",
4111,4111,Fritvalg- kontant,STILLINGSKATEGORI,,,5.6,,,,,,,,Før,,13,,29,,Udløses af ikafttrædelseskode U
44111,4111,Intern nattevagt,VARIABEL,"Timer,Sats,",,,,,,4111,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
4112,4112,Fritvalg- kontant,VARIABEL,,,5.6,,,,,,,,Før,Tillæg,13,,29,,
44112,4112,Intern Weekendvagt,VARIABEL,"Timer,Sats,",,,,,,4112,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
4113,4113,Fritvalg- kontant,VARIABEL,"Beløb,",,5.6,,,,,,,,Før,Tillæg,13,,29,"11-Beløb, ",
44113,4113,Sygeløn,VARIABEL,"Timer,Sats,",,,,,,4113,,Ja,Ja,Før,Tillæg,"200,13, ",,23.23,"9-Timer,10-Sats,",
44121,4121,Mødetillæg,VARIABEL,"Timer,Sats,",,,,,,4121,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44122,4122,Tructillæg,VARIABEL,"Timer,Sats,",,,,,,4122,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44123,4123,Personligt tillæg,VARIABEL,"Timer,Sats,",,,,,,4123,,,,Før,Tillæg,13,,332.202,"9-Timer,10-Sats,",
44130,4130,Forskudt tidstillæg 1,VARIABEL,"Timer,Sats,",,,,,,4130,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44131,4131,Forskudt tidstillæg 2,VARIABEL,"Timer,Sats,",,,,,,4131,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44132,4132,Forskudt tidstillæg 3,VARIABEL,"Timer,Sats,",,,,,,4132,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44133,4133,Forskudt tidstillæg 4,VARIABEL,"Timer,Sats,",,,,,,4133,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44134,4134,Forskudt tidstillæg 5,VARIABEL,"Timer,Sats,",,,,,,4134,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44135,4135,Forskudt tidstillæg 6,VARIABEL,"Timer,Sats,",,,,,,4135,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44136,4136,Forskudt tidstillæg 7,VARIABEL,"Timer,Sats,",,,,,,4136,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44140,4140,Skifteholdstillæg 1,VARIABEL,"Timer,Sats,",,,,,,4140,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44141,4141,Skifteholdstillæg 2,VARIABEL,"Timer,Sats,",,,,,,4141,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44142,4142,Skifteholdstillæg 3,VARIABEL,"Timer,Sats,",,,,,,4142,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44143,4143,Skifteholdstillæg 4,VARIABEL,"Timer,Sats,",,,,,,4143,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44144,4144,Skifteholdstillæg 5,VARIABEL,"Timer,Sats,",,,,,,4144,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44145,4145,Skifteholdstillæg 6,VARIABEL,"Timer,Sats,",,,,,,4145,,,,Før,Tillæg,13,,35,"9-Timer,10-Sats,",
44150,4150,Overarbejde 1,VARIABEL,"Timer,Sats,",,,,,,4150,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44151,4151,Overarbejde 2,VARIABEL,"Timer,Sats,",,,,,,4151,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44152,4152,Overarbejde 3,VARIABEL,"Timer,Sats,",,,,,,4152,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44153,4153,Overarbejde 4,VARIABEL,"Timer,Sats,",,,,,,4153,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44154,4154,Overarbejde 5,VARIABEL,"Timer,Sats,",,,,,,4154,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44155,4155,Overarbejde 6,VARIABEL,"Timer,Sats,",,,,,,4155,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44156,4156,Overarbejde 7,VARIABEL,"Timer,Sats,",,,,,,4156,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44157,4157,Overarbejde 8,VARIABEL,"Timer,Sats,",,,,,,4157,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44158,4158,Overarbejde 9,VARIABEL,"Timer,Sats,",,,,,,4158,,,,Før,Tillæg,13,,36.36,"9-Timer,10-Sats,",
44159,4159,Søn- og Helligdag,VARIABEL,"Timer,Sats,",,,,,,4159,,Ja,Ja,Før,Tillæg,"200,13, ",,24,"9-Timer,10-Sats,",
44175,4175,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,,,4175,,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Timer,10-Sats,",
44176,4176,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,,,4176,,,Ja,Før,Tillæg,14,103,"10,23,23,","9-Timer,10-Sats,",
44177,4177,Barn syg,VARIABEL,"Timer,Sats,",,,,,,4177,,,Ja,Før,Tillæg,13,,23.23,"9-Timer,10-Sats,",
44181,4181,Regulering timeløn,VARIABEL,"Timer,Sats,",,,,,,4181,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44182,4182,A/C udbetaling,VARIABEL,"Timer,Sats,",,,,,,4182,,,,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",
44183,4183,Udlæg,VARIABEL,"Enhed,Sats,",,,,,,4183,,,,Efter,Tillæg,,,,"9-Enhed,10-Sats,",
44188,4188,Bonus,VARIABEL,"Enhed,Sats,",,,,,,4188,,,,Før,Tillæg,13,,,"9-Enhed,10-Sats,",
