Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
3061,3061,Værdi af sundhedsforsikring,FAST,,Res3061,"3,6",,Ja,Ja,4256,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
3062,3062,Værdi af sundhedsforsikring,VARIABEL,"Beløb,",,"3,6",,Ja,Ja,4257,Nej,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15","11-Beløb, ",,"Værdi af sundhedsforsikring, Value Health Insurance, Værdi af sundhedsforsikring"
3063,3063,Værdi af sundhedsforsikring,FAST,"Beløb,",,,,Ja,Ja,4258,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15","11-Beløb, ",,
3064,3064,Værdi af sundhedsforsikring,FAST,,Res3064,,,Ja,Ja,4259,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
3065,3065,Værdi af sundhedsforsikring,VARIABEL,"Beløb,",,,,Ja,Ja,4275,Nej,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15","11-Beløb, ",,"Værdi af sundhedsforsikring, Sundhedsforsikring, Værdi af sundhedsforsikring"
3066,3066,Værdi af sundhedsforsikring m/afregning,FAST,,Res3066,"3,6",,Ja,Ja,4276,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
43066,3066,Værdi af sundhedsforsikring m/afregning,FAST,,Res43066,,,Ja,Ja,3066,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
43067,3066,Værdi af sundhedsforsikring m/afregning,FAST,,Res43067,,,Ja,Ja,3066,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
43068,3066,Værdi af sundhedsforsikring m/afregning,FAST,,Res43068,,,Ja,Ja,3066,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
43069,3066,Værdi af sundhedsforsikring m/afregning,FAST,,Res43069,,,Ja,Ja,3066,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
3067,3067,Værdi af sundhedsforsikring m/afregning,FAST,,Res3067,,,Ja,Ja,4288,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
3068,3068,Ulykkesforsikring,FAST,,Res3068,"3,6",,Ja,,4295,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
3069,3069,Ulykkesforsikring,VARIABEL,"Beløb,",,"3,6",,Ja,,4300,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,"Ulykkesforsikring, Parkering, Brobizz Øresund kr 182 pr. tur"
3070,3070,Ulykkesforsikring,FAST,,Res3070,,,Ja,,4301,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
3071,3071,Ulykkesforsikring,VARIABEL,"Beløb,",,,,Ja,,4303,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,"Ulykkesforsikring, Fitness, SATS marts-april 24"
3072,3072,Fritidsulykkeforsikring,FAST,,Res3072,"3,6",,Ja,,4304,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
3073,3073,Fritidsulykkeforsikring,VARIABEL,"Beløb,",,"3,6",,Ja,,4305,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,
3074,3074,Fritidsulykkeforsikring,FAST,,Res3074,,,Ja,,4306,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
3075,3075,Fritidsulykkeforsikring,VARIABEL,"Beløb,",,,,Ja,,4309,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,
43075,3075,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,Nej,,3075,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10,23,23","9-Timer,10-Sats,",,"Sygedagpenge, Sygedagpenge, Sygedagpenge reg. april"
3076,3076,Invalidedækning m/afregning,FAST,,Res3076,"3,6",,Ja,,4311,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
43076,3076,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,Nej,,3076,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10,23,23","9-Timer,10-Sats,",,
3077,3077,Invalidedækning m/afregning,VARIABEL,"Beløb,",,"3,6",,Ja,,4313,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,
43077,3077,Barn syg,VARIABEL,"Timer,Sats,",,,,Nej,,3077,Nej,Nej,Ja,Før,Tillæg,13,,"23,23","9-Timer,10-Sats,",,
3078,3078,Invalidedækning m/afregning,FAST,,Res3078,,,Ja,,4322,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
3079,3079,InvalideDækning m/afregning,VARIABEL,"Beløb,",,,,Ja,,4323,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,
3080,3080,Falck forsikring,FAST,,Res3080,"3,6",,Ja,,4330,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
3081,3081,Falck forsikring,VARIABEL,"Beløb,",,"3,6",,Ja,,4331,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,"Falck forsikring, Sports Contribution, Værdi af fri bredbånd"
43081,3081,Regulering timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3081,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
3082,3082,Falck forsikring,FAST,,Res3082,,,Ja,,4333,Ja,Nej,Nej,Før,Beskatning,13,,13,,,
43082,3082,A/C udbetaling,VARIABEL,"Timer,Sats,",,,,Nej,,3082,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
3083,3083,Falck forsikring,VARIABEL,"Beløb,",,,,Ja,,4335,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,"Falck forsikring, Overnatning feb. 2x31,97, Sports Contribution"
43083,3083,Udlæg,VARIABEL,"Enhed,Sats,",,,,Nej,,3083,Nej,Nej,Nej,Efter,Tillæg,,,,"9-Enhed,10-Sats,",,
3084,3084,Værdi af sundhedsforsikring m/afregning,FAST,,Res3084,"3,6",,Ja,,4340,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
3085,3085,Værdi af sundhedsforsikring m/afregning,VARIABEL,"Beløb,",,"3,6",,Ja,,4341,Nej,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15","11-Beløb, ",,"Værdi af sundhedsforsikring, Reg Sundhedssikring jan, Reg Sundhedssikring feb"
3086,3086,Værdi af sundhedsforsikring m/afregning,FAST,,Res3086,,,Ja,,4342,Ja,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15",,,
3087,3087,Værdi af sundhedsforsikring m/afregning,VARIABEL,"Beløb,",,,,Ja,,4343,Nej,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15","11-Beløb, ",,
3088,3088,"Værdi fri bil, ej ferieberet.",FAST,"Beløb,",,,,Nej,,4344,Ja,Nej,Nej,Før,Tillæg,"13,19, ",,15,"11-Beløb, ",,
43088,3088,Bonus,VARIABEL,"Beløb,",,,,Nej,,3088,Nej,Nej,Nej,Før,Tillæg,13,,,"11-Beløb, ",,"Bonus, Fastholdelsesbonus, Fastholdelsesbonus rate 2"
3089,3089,"Værdi fri bil, ej ferieberet.",VARIABEL,"Beløb,",,,,Nej,,4350,Nej,Nej,Nej,Før,Tillæg,"13,19, ",,15,"11-Beløb, ",,"Værdi fri bil, ej ferieberet., Lønarten vises ikke, Værdi fri bil - April"
3090,3090,Biltilskud,FAST,"Beløb,Reducer ej,",,"3,6",,Ja,Ja,4351,Ja,Nej,Nej,Før,Tillæg,13,,13,"11-Beløb,13-Reducer ej,",,
3091,3091,Biltilskud,VARIABEL,"Beløb,",,"3,6",,Ja,,4352,Nej,Nej,Nej,Før,Tillæg,13,,"13,432","11-Beløb, ",,"Biltilskud, Biltilskud, Biltilskud april"
3092,3092,"Biltilskud, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,6,,Nej,,4353,Ja,Nej,Nej,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",,
3093,3093,"Biltilskud, ej ferieberettiget",VARIABEL,"Beløb,",,6,,Nej,,4354,Nej,Nej,Nej,Før,Tillæg,13,,432,"11-Beløb, ",,"Biltilskud, ej ferieberettiget, Correction car allow. (No car), Reguler biltillæg (No car)"
3094,3094,Skattepligtig kørselsgodtg.,VARIABEL,"Beløb,",,,,Ja,,4355,Ja,Nej,Nej,Før,Tillæg,13,,"13,432","11-Beløb, ",,"Skattepligtig kørselsgodtg., Skattepligtig kørselsgodtg., Kørselsgodtgørelse Februar"
3095,3095,Værdi af benzin,VARIABEL,"Beløb,",,6,,Nej,,4356,Ja,Nej,Nej,Før,Tillæg,13,,432,"11-Beløb, ",,"Værdi af benzin, Værdi af benzin, JCI"
43095,3095,Feriefridage,VARIABEL,"Dage,Sats,",,,,Nej,,3095,Nej,Nej,Nej,Før,Tillæg,13,,,"9-Dage,10-Sats,",,
3096,3096,"Miljøtillæg, ej ferieberet.",FAST,"Beløb,",,,,Nej,,4358,Ja,Nej,Nej,Før,Tillæg,19,,"10,15","11-Beløb, ",,
3097,3097,"Miljøtillæg, ej ferieberet.",VARIABEL,"Beløb,",,,,Nej,,4359,Nej,Nej,Nej,Før,Tillæg,"13,19, ",,15,"11-Beløb, ",,"Miljøtillæg, ej ferieberet., Lønarten vises ikke, Miljøtillæg, ej ferieberet."
3098,3098,Værdi af sundhedsforsikring m/afregning,FAST,"Beløb,",,,,Ja,,4375,Nej,Nej,Nej,Før,Beskatning,"26,13, ",,"13,15","11-Beløb, ",,
3099,3099,"Gavekort beskatning, ej udb.",VARIABEL,"Beløb,",,,,Ja,,4376,Nej,Nej,Nej,Før,Beskatning,13,,13,"11-Beløb, ",,"Gavekort beskatning, ej udb., Gavekort beskatning, ej udb., Gavekort beskatning"
3100,3100,Telefontilskud,FAST,"Beløb,Reducer ej,",,"3,6",,Ja,,4377,Ja,Nej,Nej,Før,Tillæg,13,,13,"11-Beløb,13-Reducer ej,",,
43100,3100,Timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3100,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,"Reg VOK Normalt., Normal tid, Syg med løn vikarOK"
3101,3101,Telefontilskud,VARIABEL,"Beløb,",,"3,6",,Ja,,4382,Ja,Nej,Nej,Før,Tillæg,13,,"13,432","11-Beløb, ",,"Telefontilskud, Kompensation telefon, Kompensation fri telefon"
43104,3104,Barsel med løn,VARIABEL,"Timer,Sats,",,,,Nej,,3104,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"23,23","9-Timer,10-Sats,",,
43105,3105,Faglært timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3105,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
43106,3106,Ufaglært Timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3106,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
43109,3109,Regulering timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3109,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"210,2020,2020","9-Timer,10-Sats,",,
3110,3110,Bredbånd,FAST,"Aftalt Beløb,",,,,Nej,,4400,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43110,3110,Timeløn Intern vikar,VARIABEL,"Timer,Sats,",,,,Nej,,3110,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
3111,3111,Bredbånd,VARIABEL,"Aftalt Beløb,",,,,Nej,,4403,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Bredbånd, Gave, Bredbånd"
43111,3111,Intern nattevagt,VARIABEL,"Timer,Sats,",,,,Nej,,3111,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
3112,3112,Bredbånd,FAST,,Res3112,,,Nej,,4405,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43112,3112,Intern Weekendvagt,VARIABEL,"Timer,Sats,",,,,Nej,,3112,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
43113,3113,Sygeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3113,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"23,23","9-Timer,10-Sats,",,
3115,3115,Bredbåndstelefoni,FAST,"Aftalt Beløb,",,,,Nej,,4410,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3116,3116,Bredbåndstelefoni,VARIABEL,"Aftalt Beløb,",,,,Nej,,4411,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Bredbåndstelefoni, Mobile phone, Mobile phone"
3117,3117,Bredbåndstelefoni,FAST,,Res3117,,,Nej,,4412,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3120,3120,Bus / togkort,FAST,"Aftalt Beløb,",,,,Nej,,4413,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3121,3121,Bus / togkort,VARIABEL,"Aftalt Beløb,",,,,Nej,,4421,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Bus / togkort, Flexvalg Bus/togkort, Transport"
43121,3121,Møde tillæg,VARIABEL,"Timer,Sats,",,,,Nej,,3121,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
3122,3122,Bus / togkort,FAST,,Res3122,,,Nej,,4423,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43122,3122,Tructillæg,VARIABEL,"Timer,Sats,",,,,Nej,,3122,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
43123,3123,Personligt tillæg,VARIABEL,"Timer,Sats,",,,,Nej,,3123,Nej,Nej,Nej,Før,Tillæg,13,,"332,202","9-Timer,10-Sats,",,
3125,3125,Aviser / tidsskrifter,FAST,"Aftalt Beløb,",,,,Nej,,4432,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3126,3126,Aviser / tidsskrifter,VARIABEL,"Aftalt Beløb,",,,,Nej,,4433,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Aviser / tidsskrifter, Avis, Aviser"
3127,3127,Aviser / tidsskrifter,FAST,,Res3127,,,Nej,,4434,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3130,3130,Massage,FAST,"Aftalt Beløb,",,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43130,3130,Forskudt tidstillæg 1,VARIABEL,"Timer,Sats,",,,,Nej,,3130,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,"Reg VOK Fors. tid, FS HV 18-22, Reg VOK tillæg"
3131,3131,Massage,VARIABEL,"Aftalt Beløb,",,,,Nej,,4435,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Massage, Massage, Flexvalg Massage"
43131,3131,Forskudt tidstillæg 2,VARIABEL,"Timer,Sats,",,,,Nej,,3131,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3132,3132,Massage,FAST,,Res3132,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43132,3132,Forskudt tidstillæg 3,VARIABEL,"Timer,Sats,",,,,Nej,,3132,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
43133,3133,Forskudt tidstillæg 4,VARIABEL,"Timer,Sats,",,,,Nej,,3133,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
43134,3134,Forskudt tidstillæg 5,VARIABEL,"Timer,Sats,",,,,Nej,,3134,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3135,3135,Sundhedsforsikr. (ej indberet),FAST,"Aftalt Beløb,",,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43135,3135,Forskudt tidstillæg 6,VARIABEL,"Timer,Sats,",,,,Nej,,3135,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3136,3136,Sundhedsforsikr. (ej indberet),VARIABEL,"Aftalt Beløb,",,,,Nej,,4435,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43136,3136,Forskudt tidstillæg 7,VARIABEL,"Timer,Sats,",,,,Nej,,3136,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3137,3137,Sundhedsforsikr. (ej indberet),FAST,,Res3137,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3138,3138,Sundhedsforsikr. (ej indberet) m/afregning reg.kontonr.,FAST,"Beløb,",,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3139,3139,Sundhedsforsikr. (ej indberet) m/afregning reg.kontonr.,VARIABEL,"Beløb,",,,,Nej,,4435,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
3140,3140,Personalegode 1 før skat,FAST,"Aftalt Beløb,",,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43140,3140,Skifteholdstillæg 1,VARIABEL,"Timer,Sats,",,,,Nej,,3140,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3141,3141,Personalegode  1 før skat,VARIABEL,"Aftalt Beløb,",,,,Nej,,4435,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Personalegode  1 før skat, Flexvalg parkering, Brobizz"
43141,3141,Skifteholdstillæg 2,VARIABEL,"Timer,Sats,",,,,Nej,,3141,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3142,3142,Personalegode 1 før skat,FAST,,Res3142,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43142,3142,Skifteholdstillæg 3,VARIABEL,"Timer,Sats,",,,,Nej,,3142,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
43143,3143,Skifteholdstillæg 4,VARIABEL,"Timer,Sats,",,,,Nej,,3143,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
43144,3144,Skifteholdstillæg 5,VARIABEL,"Timer,Sats,",,,,Nej,,3144,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
43145,3145,Skifteholdstillæg 6,VARIABEL,"Timer,Sats,",,,,Nej,,3145,Nej,Nej,Nej,Før,Tillæg,13,,35,"9-Timer,10-Sats,",,
3150,3150,Personalegode 2 før skat,FAST,"Aftalt Beløb,",,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43150,3150,Overarbejde 1,VARIABEL,"Timer,Sats,",,,,Nej,,3150,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,"OT 1.-2. time, Reg VOK OT 50%, OT 1. - 3. time"
3151,3151,Personalegode 2 før skat,VARIABEL,"Aftalt Beløb,",,,,Nej,,4435,Nej,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller","Personalegode 2 før skat, Flexvalg Coaching, Tablets & PC"
43151,3151,Overarbejde 2,VARIABEL,"Timer,Sats,",,,,Nej,,3151,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,"OT 4.+, Overtid 4+ time, Overtid 4.+time"
3152,3152,Personalegode 2 før skat,FAST,,Res3152,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,,"Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43152,3152,Overarbejde 3,VARIABEL,"Timer,Sats,",,,,Nej,,3152,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,"OT før normal arb., OT 5+ time, Søn/helligdage"
3153,3153,Personalegode 2 før skat,VARIABEL,"Antal,",Res3153,,,Nej,,4435,Ja,Nej,Nej,Før,Fradrag,13,,91,"9-Antal, ","Hvis personalegodet bliver modregnet og det skal det ikke, se resultattabel 3160 på fanen resultattabeller",
43153,3153,Overarbejde 4,VARIABEL,"Timer,Sats,",,,,Nej,,3153,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,
43154,3154,Overarbejde 5,VARIABEL,"Timer,Sats,",,,,Nej,,3154,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,
43155,3155,Overarbejde 6,VARIABEL,"Timer,Sats,",,,,Nej,,3155,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,
43156,3156,Overarbejde 7,VARIABEL,"Timer,Sats,",,,,Nej,,3156,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,
43157,3157,Overarbejde 8,VARIABEL,"Timer,Sats,",,,,Nej,,3157,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,
43158,3158,Overarbejde 9,VARIABEL,"Timer,Sats,",,,,Nej,,3158,Nej,Nej,Nej,Før,Tillæg,13,,"36,36","9-Timer,10-Sats,",,
43159,3159,Søn- og Helligdag,VARIABEL,"Timer,Sats,",,,,Nej,,3159,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,24,"9-Timer,10-Sats,",,
3165,3165,Personalegoder (felt 55),FAST,"Beløb, Værdi,",,,,Nej,,4435,Ja,Nej,Nej,Før,Oplysning,55,,,"11-Beløb, Værdi, ",,
3166,3166,Personalegoder (felt 55),VARIABEL,"Beløb, Værdi,",,,,Nej,,4435,Nej,Nej,Nej,Før,Oplysning,55,,,"11-Beløb, Værdi, ",,"Personalegoder (felt 55), Personalegode, øvrige, Personalegoder"
3167,3167,Personalegoder (felt 56),FAST,"Beløb, Værdi,",,,,Nej,,4435,Ja,Nej,Nej,Før,Oplysning,56,,,"11-Beløb, Værdi, ",,
3168,3168,Personalegoder (felt 56),VARIABEL,"Beløb, Værdi,",,,,Nej,,4435,Ja,Nej,Nej,Før,Oplysning,56,,,"11-Beløb, Værdi, ",,"Personalegoder (felt 56), Personalgoder PC, Personalegoder"
3170,3170,Information til medarbejder,FAST,,Res3170,,,Nej,,4435,Ja,Nej,Nej,Før,Oplysning,,,,,,
43175,3175,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,Nej,,3175,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10,23,23","9-Timer,10-Sats,",,
43176,3176,Sygedagpenge,VARIABEL,"Timer,Sats,",,,,Nej,,3176,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10,23,23","9-Timer,10-Sats,",,
43177,3177,Barn syg,VARIABEL,"Timer,Sats,",,,,Nej,,3177,Nej,Nej,Ja,Før,Tillæg,13,,"23,23","9-Timer,10-Sats,",,
43181,3181,Regulering timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3181,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
43182,3182,A/C udbetaling,VARIABEL,"Timer,Sats,",,,,Nej,,3182,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
43183,3183,Udlæg,VARIABEL,"Enhed,Sats,",,,,Nej,,3183,Nej,Nej,Nej,Efter,Tillæg,,,,"9-Enhed,10-Sats,",,
43188,3188,Bonus,VARIABEL,"Enhed,Sats,",,,,Nej,,3188,Nej,Nej,Nej,Før,Tillæg,13,,,"9-Enhed,10-Sats,",,
43195,3195,Feriefridage,VARIABEL,"Dage,Sats,",,,,Nej,,3195,Nej,Nej,Nej,Før,Tillæg,13,,,"9-Dage,10-Sats,",,
43200,3200,Timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3200,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
43204,3204,Barsel med løn,VARIABEL,"Timer,Sats,",,,,Nej,,3204,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"23,23","9-Timer,10-Sats,",,
43205,3205,Faglært Timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3205,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
43206,3206,Ufaglært Timeløn,VARIABEL,"Timer,Sats,",,,,Nej,,3206,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
43209,3209,Timeløn Regulering,VARIABEL,"Timer,Sats,",,,,Nej,,3209,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
3210,3210,Personalegode 3 før skat,FAST,"Aftalt Beløb,",,,,Nej,,4450,Ja,Nej,Nej,Før,Fradrag,13,,91,"11-Aftalt Beløb, ",,
43210,3210,Timeløn Intern vikar,VARIABEL,"Timer,Sats,",,,,Nej,,3210,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,210,2020,2020","9-Timer,10-Sats,",,
