Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
43477,3477,Barn syg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3477,Nej,Nej,Ja,Før,Tillæg,13,nan,"23, 23","9-Timer, 10-Sats",nan,nan
43481,3481,Regulering timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3481,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43482,3482,A/C udbetaling,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3482,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43483,3483,Udlæg,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3483,Nej,Nej,Nej,Efter,Tillæg,nan,nan,nan,"9-Enhed, 10-Sats",nan,nan
43488,3488,Bonus,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3488,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Enhed, 10-Sats",nan,nan
43495,3495,Feriefridage,VARIABEL,"Dage, Sats",nan,nan,nan,Nej,nan,3495,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Dage, 10-Sats",nan,nan
43500,3500,Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3500,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43504,3504,Barsel med løn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3504,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"23, 23","9-Timer, 10-Sats",nan,nan
43505,3505,Faglært Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3505,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43506,3506,Ufaglært Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3506,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43509,3509,Timeløn Regulering,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3509,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43510,3510,Timeløn Intern vikar,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3510,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43511,3511,Intern nattevagt,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3511,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43512,3512,Intern Weekendvagt,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3512,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43513,3513,Sygeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3513,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"23, 23","9-Timer, 10-Sats",nan,nan
43521,3521,Mødetillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3521,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43522,3522,Tructillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3522,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43523,3523,Personligt tillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3523,Nej,Nej,Nej,Før,Tillæg,13,nan,"332, 202","9-Timer, 10-Sats",nan,nan
43530,3530,Forskudt tidstillæg 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3530,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43531,3531,Forskudt tidstillæg 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3531,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43532,3532,Forskudt tidstillæg 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3532,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43533,3533,Forskudt tidstillæg 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3533,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43534,3534,Forskudt tidstillæg 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3534,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43535,3535,Forskudt tidstillæg 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3535,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43536,3536,Forskudt tidstillæg 7,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3536,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43540,3540,Skifteholdstillæg 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3540,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43541,3541,Skifteholdstillæg 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3541,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43542,3542,Skifteholdstillæg 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3542,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43543,3543,Skifteholdstillæg 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3543,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43544,3544,Skifteholdstillæg 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3544,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43545,3545,Skifteholdstillæg 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3545,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43550,3550,Overarbejde 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3550,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43551,3551,Overarbejde 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3551,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43552,3552,Overarbejde 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3552,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43553,3553,Overarbejde 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3553,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43554,3554,Overarbejde 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3554,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43555,3555,Overarbejde 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3555,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43556,3556,Overarbejde 7,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3556,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43557,3557,Overarbejde 8,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3557,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43558,3558,Overarbejde 9,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3558,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43559,3559,Søn- og Helligdag,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3559,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,24,"9-Timer, 10-Sats",nan,nan
43575,3575,Sygedagpenge,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3575,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10, 23, 23","9-Timer, 10-Sats",nan,nan
43576,3576,Sygedagpenge,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3576,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10, 23, 23","9-Timer, 10-Sats",nan,nan
43577,3577,Barn syg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3577,Nej,Nej,Ja,Før,Tillæg,13,nan,"23, 23","9-Timer, 10-Sats",nan,nan
43581,3581,Regulering timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3581,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43582,3582,A/C udbetaling,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3582,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43583,3583,Udlæg,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3583,Nej,Nej,Nej,Efter,Tillæg,nan,nan,nan,"9-Enhed, 10-Sats",nan,nan
43588,3588,Bonus,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3588,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Enhed, 10-Sats",nan,nan
43595,3595,Feriefridage,VARIABEL,"Dage, Sats",nan,nan,nan,Nej,nan,3595,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Dage, 10-Sats",nan,nan
43600,3600,Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3600,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43604,3604,Barsel med løn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3604,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"23, 23","9-Timer, 10-Sats",nan,nan
43605,3605,Faglært Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3605,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43606,3606,Ufaglært Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3606,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43609,3609,Timeløn Regulering,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3609,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43611,3611,Intern nattevagt,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3611,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43621,3621,Mødetillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3621,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43622,3622,Tructillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3622,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43623,3623,Personligt tillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3623,Nej,Nej,Nej,Før,Tillæg,13,nan,"332, 202","9-Timer, 10-Sats",nan,nan
43630,3630,Forskudt tidstillæg 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3630,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43631,3631,Forskudt tidstillæg 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3631,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43632,3632,Forskudt tidstillæg 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3632,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43633,3633,Forskudt tidstillæg 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3633,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43634,3634,Forskudt tidstillæg 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3634,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43635,3635,Forskudt tidstillæg 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3635,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43636,3636,Forskudt tidstillæg 7,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3636,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43640,3640,Skifteholdstillæg 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3640,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43641,3641,Skifteholdstillæg 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3641,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43642,3642,Skifteholdstillæg 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3642,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43643,3643,Skifteholdstillæg 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3643,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43644,3644,Skifteholdstillæg 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3644,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43645,3645,Skifteholdstillæg 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3645,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43650,3650,Overarbejde 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3650,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43651,3651,Overarbejde 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3651,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43652,3652,Overarbejde 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3652,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43653,3653,Overarbejde 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3653,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43654,3654,Overarbejde 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3654,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43655,3655,Overarbejde 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3655,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43656,3656,Overarbejde 7,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3656,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43657,3657,Overarbejde 8,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3657,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43658,3658,Overarbejde 9,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3658,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43659,3659,Søn- og Helligdag,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3659,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,24,"9-Timer, 10-Sats",nan,nan
43675,3675,Sygedagpenge,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3675,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10, 23, 23","9-Timer, 10-Sats",nan,nan
43676,3676,Sygedagpenge,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3676,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10, 23, 23","9-Timer, 10-Sats",nan,nan
43677,3677,Barn syg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3677,Nej,Nej,Ja,Før,Tillæg,13,nan,"23, 23","9-Timer, 10-Sats",nan,nan
43681,3681,Regulering timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3681,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43682,3682,A/C udbetaling,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3682,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43683,3683,Udlæg,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3683,Nej,Nej,Nej,Efter,Tillæg,nan,nan,nan,"9-Enhed, 10-Sats",nan,nan
43688,3688,Bonus,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3688,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Enhed, 10-Sats",nan,nan
43695,3695,Feriefridage,VARIABEL,"Dage, Sats",nan,nan,nan,Nej,nan,3695,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Dage, 10-Sats",nan,nan
43700,3700,Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3700,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43704,3704,Barsel med løn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3704,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"23, 23","9-Timer, 10-Sats",nan,nan
43705,3705,Faglært Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3705,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43706,3706,Ufaglært Timeløn,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3706,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43709,3709,Regulering,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3709,Nej,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 210, 2020, 2020","9-Timer, 10-Sats",nan,nan
43711,3711,Intern nattevagt,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3711,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43721,3721,Mødetillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3721,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43722,3722,Tructillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3722,Nej,Nej,Nej,Før,Tillæg,13,nan,2020,"9-Timer, 10-Sats",nan,nan
43723,3723,Personligt tillæg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3723,Nej,Nej,Nej,Før,Tillæg,13,nan,"332, 202","9-Timer, 10-Sats",nan,nan
3730,3730,Senior saldo korrektion,VARIABEL,Beløb,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Tillæg,nan,nan,nan,11-Beløb,nan,nan
43730,3730,Forskudt tidstillæg 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3730,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
3731,3731,"Senior saldo,  egen korrektion",VARIABEL,"Beløb,  medarbejder",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,13,nan,nan,"11-Beløb,  medarbejder",nan,nan
43731,3731,Forskudt tidstillæg 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3731,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
3732,3732,Senior dage afregning,VARIABEL,dage,Res. SENDAG,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 1921",9-dage,nan,nan
43732,3732,Forskudt tidstillæg 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3732,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
3733,3733,Senior timer afregning,VARIABEL,Timer,Res. SENTIM,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 1921",9-Timer,nan,nan
43733,3733,Forskudt tidstillæg 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3733,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
3734,3734,Senior dage afregning,FRAVÆR,dage,Res. SENDAG,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 1921",9-dage,nan,nan
43734,3734,Forskudt tidstillæg 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3734,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
3735,3735,Senior timer afregning,FRAVÆR,Timer,Res. SENTIM,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 1921",9-Timer,nan,nan
43735,3735,Forskudt tidstillæg 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3735,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43736,3736,Forskudt tidstillæg 7,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3736,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
3737,3737,Senior beløb afregning,VARIABEL,beløb,nan,nan,nan,Ja,nan,nan,Nej,Nej,Nej,Før,Tillæg,13,nan,13,11-beløb,nan,nan
43740,3740,Skifteholdstillæg 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3740,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43741,3741,Skifteholdstillæg 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3741,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43742,3742,Skifteholdstillæg 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3742,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43743,3743,Skifteholdstillæg 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3743,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43744,3744,Skifteholdstillæg 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3744,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43745,3745,Skifteholdstillæg 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3745,Nej,Nej,Nej,Før,Tillæg,13,nan,35,"9-Timer, 10-Sats",nan,nan
43750,3750,Overarbejde 1,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3750,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43751,3751,Overarbejde 2,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3751,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43752,3752,Overarbejde 3,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3752,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43753,3753,Overarbejde 4,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3753,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43754,3754,Overarbejde 5,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3754,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43755,3755,Overarbejde 6,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3755,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43756,3756,Overarbejde 7,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3756,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43757,3757,Overarbejde 8,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3757,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43758,3758,Overarbejde 9,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3758,Nej,Nej,Nej,Før,Tillæg,13,nan,"36, 36","9-Timer, 10-Sats",nan,nan
43775,3775,Sygedagpenge,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3775,Nej,Nej,Ja,Før,Tillæg,14,103.0,"10, 23, 23","9-Timer, 10-Sats",nan,nan
43776,3776,Sygedagpenge,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3776,Nej,Nej,Ja,Før,nan,14,103.0,"10, 23, 23","9-Timer, 10-Sats",nan,nan
43777,3777,Barn syg,VARIABEL,"Timer, Sats",nan,nan,nan,Nej,nan,3777,Nej,Nej,Ja,Før,Tillæg,13,nan,"23, 23","9-Timer, 10-Sats",nan,nan
43788,3788,Bonus,VARIABEL,"Enhed, Sats",nan,nan,nan,Nej,nan,3788,Nej,Nej,Nej,Før,Tillæg,13,nan,nan,"9-Enhed, 10-Sats",nan,nan
3790,3790,Feriefridage tildel. årlig,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,Se vejlening til feriefri,nan
3791,3791,Feriefritimer tildel. årlig,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,Se vejlening til feriefri,nan
3792,3792,Feriefridage nulstil/saldo,VARIABEL,dage,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,nan,nan,nan,nan,9-dage,Se vejlening til feriefri,nan
3793,3793,Feriefritimer nulstil/saldo,VARIABEL,Timer,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,nan,nan,nan,nan,9-Timer,Se vejlening til feriefri,nan
